H2	CH4	C2H4	C2H6	C2H2
8	0	0	0	0
91	21	2	4	0
17	5	1	2	0
157	14	1	2	0
143	16	1	3	0
140	15	1	2	0
31	3	0	0	0
81	15	0	0	0
77	12	0	0	0
123	12	0	0	0
97	16	0	0	0
67	7	0	0	0
10	4	1	0	0
12	3	1	0	0
12	3	0	0	0
8	2	0	0	0
8	2	0	0	0
1	1	0	0	0
1	1	0	0	0
2	1	0	0	0
1	0	0	0	0
7	7	1	3	0
10	8	2	3	0
10	9	4	3	0
14	12	6	4	0
8	3	0	0	0
9	3	0	2	0
15	6	0	2	0
18	6	0	3	0
10	6	1	0	0
13	5	1	0	0
8	4	1	1	0
20	4	1	1	0
22	2	0	0	0
18	11	0	0	0
20	1	0	0	0
22	12	0	0	0
23	2	0	0	0
5	0	0	0	0
6	5	2	2	0
9	6	3	2	0
10	8	3	3	0
15	8	2	3	0
29	6	1	0	0
25	8	1	0	0
23	6	1	0	0
30	6	1	0	0
21	5	1	1	0
12	2	1	1	0
12	4	2	1	0
10	4	2	1	0
16	4	1	0	0
10	5	1	0	0
11	5	1	0	0
13	5	1	0	0
12	2	0	0	0
6	0	2	2	0
8	10	4	3	0
10	8	4	3	0
15	12	6	4	0
9	7	3	2	0
13	4	1	0	0
19	5	1	0	0
10	4	1	0	0
13	6	1	0	0
13	8	1	0	0
10	8	1	0	0
12	6	1	0	0
20	10	1	0	0
24	8	1	0	0
15	6	1	0	0
10	8	1	0	0
21	10	1	1	0
22	2	1	1	0
2	34	4	127	0
2	31	5	108	0
3	26	4	78	0
19	15	3	31	0
17	20	3	33	0
20	23	3	38	0
23	22	3	37	0
18	20	3	30	0
19	10	3	27	0
16	14	3	25	0
19	15	2	20	0
21	15	2	15	0
18	11	4	18	0
15	2	0	8	0
12	20	0	2	0
40	1	0	0	0
90	1	1	1	1
2200	30	176	7	1194
12	5	0	0	0
16	8	0	0	0
15	10	0	0	0
28	17	0	1	0
12	5	1	2	0
13	6	2	3	0
12	3	5	1	0
12	4	8	2	0
14	10	0	0	0
17	10	0	0	0
12	1	0	0	0
1	13	14	12	0
4	34	28	22	0
13	4	8	8	0
10	4	8	8	0
12	1	2	3	0
9	3	5	1	0
6	6	3	3	0
17	8	2	4	0
21	8	3	6	0
13	0	0	0	0
2	2	1	1	0
2	2	1	1	0
3	0	0	0	0
6	2	0	0	0
13	10	2	2	0
25	0	0	0	0
5	2	6	0	0
8	2	6	0	0
5	2	4	0	0
5	0	0	0	0
2	0	0	0	0
7	1	3	0	0
5	0	3	0	0
17	3	1	0	0
10	1	0	0	0
6	1	0	0	0
19	19	10	2	0
19	21	13	5	0
8	6	1	1	0
6	2	0	0	0
12	6	0	0	0
12	1	1	2	0
6	1	0	0	0
13	2	0	0	0
16	3	0	0	0
20	5	0	1	0
10	0	0	0	0
220	35	207	13	262
290	10	84	4	152
15	20	10	8	0
10	10	16	10	0
10	0	0	0	0
10	60	15	10	0
22	28	6	5	0
19	9	1	1	0
22	7	1	1	0
7	7	1	1	0
7	0	0	0	0
4	0	0	0	0
9	4	0	0	0
5	4	0	0	0
5	3	0	0	0
11	3	0	0	0
7	1	0	0	0
24	20	10	6	0
24	26	10	6	0
25	32	12	6	0
25	29	10	5	0
12	6	0	0	0
8	3	0	0	0
12	9	0	0	0
8	1	0	0	0
66	8	0	0	0
25	8	1	1	0
30	10	1	1	0
34	3	2	1	0
10	5	3	1	0
10	2	3	2	0
10	0	4	1	0
10	1	0	0	0
10	15	2	1	0
10	20	3	1	1
18	20	20	10	0
6	2	0	0	0
3	0	0	0	0
15	7	2	1	0
8	2	0	0	0
7	0	0	0	0
1	0	0	0	0
21	14	1	1	0
16	10	1	1	0
10	7	0	0	0
16	7	0	0	0
11	5	0	0	0
25	18	14	6	0
15	9	0	0	0
19	3	0	0	0
15	5	2	1	0
12	7	0	0	0
21	6	10	6	0
30	10	2	1	0
40	12	0	0	0
48	15	1	0	0
10	0	0	0	0
10	20	3	0	0
12	1	0	1	0
10	1	0	0	0
10	0	0	0	0
10	14	43	40	0
15	16	50	43	0
10	10	52	44	0
10	10	1	0	0
22	25	71	40	0
20	27	75	12	0
4	3	1	1	0
2	1	0	0	0
13	9	2	2	0
12	4	1	0	0
17	3	1	0	0
3	0	0	0	0
19	19	1	1	0
12	15	1	1	0
10	15	1	1	0
10	35	1	1	0
10	5	1	1	0
23	29	19	8	0
16	15	3	1	0
18	11	1	1	0
30	2	2	1	0
77	11	3	0	0
62	6	0	4	0
65	8	2	1	0
82	12	3	1	0
90	8	2	1	0
98	10	3	2	0
10	0	0	0	0
13	15	4	0	0
12	2	0	0	0
10	1	0	0	0
10	0	0	0	0
12	16	1	2	0
15	18	2	3	0
10	5	1	0	0
20	5	27	8	0
10	1	0	0	0
30	20	3	30	0
40	25	5	34	0
32	3	4	1	0
3	3	3	1	0
6	3	3	0	0
2	0	0	0	0
18	12	4	6	0
20	12	4	7	0
28	17	7	6	0
30	12	8	8	0
32	10	10	4	0
35	8	12	4	0
35	5	3	1	0
35	6	3	1	0
35	66	31	10	0
18	45	12	6	0
26	3	0	0	0
11	5	0	0	0
37	4	2	2	0
21	3	0	1	0
34	1	0	0	0
11	3	0	0	0
6	2	0	0	0
4	2	0	0	0
15	5	0	0	0
20	8	1	0	0
20	10	1	3	0
10	0	2	3	0
10	70	5	16	0
52	75	9	20	0
55	80	6	15	0
57	82	8	18	0
62	87	5	18	0
60	90	6	15	0
6	11	45	10	0
6	11	41	8	0
6	9	34	7	0
8	3	3	1	0
37	28	76	19	0
40	25	73	20	0
32	26	68	18	0
37	22	62	15	0
32	26	65	16	0
27	22	55	12	0
30	20	48	12	0
35	18	33	11	0
42	22	34	13	0
51	25	36	15	0
11	5	13	2	0
51	3	2	0	0
74	1	0	0	0
10	3	2	1	0
11	2	0	0	0
8	0	0	0	0
30	10	0	1	0
20	50	1	5	0
15	42	0	5	0
30	25	5	10	0
62	50	15	40	0
65	52	16	46	0
68	56	18	50	0
67	55	24	22	0
70	58	22	20	0
25	60	32	28	0
25	62	30	25	0
9	5	17	1	0
11	5	12	1	0
7	3	1	0	0
12	10	11	2	0
10	12	13	2	0
12	16	11	3	0
10	15	13	2	0
14	10	13	2	0
12	9	12	2	0
11	6	7	2	0
12	7	8	2	0
15	8	9	2	0
16	2	0	0	0
91	5	10	5	0
12	1	1	0	0
12	2	0	0	0
15	1	1	1	0
110	37	75	11	0
4	1	0	3	0
16	0	0	0	0
12	0	0	0	0
30	5	0	1	0
10	1	0	0	0
60	18	0	0	0
71	20	1	1	0
30	21	3	2	0
14	29	0	10	0
30	42	20	18	0
34	50	30	22	0
38	53	34	25	0
30	56	35	28	0
32	57	37	30	0
8	6	10	2	0
10	6	6	1	0
5	1	4	0	0
12	18	6	2	0
13	18	7	2	0
13	20	5	2	0
23	16	7	3	0
19	15	7	3	0
16	10	8	3	0
17	10	16	3	0
18	10	18	3	0
18	6	14	2	0
12	5	15	2	0
15	2	0	0	0
24	1	0	0	0
71	5	0	0	0
91	10	0	2	0
31	1	0	0	0
6	0	0	0	0
10	15	1	1	0
2	1	0	1	0
4	0	0	0	0
5	0	0	0	0
16	6	2	6	0
10	4	3	10	0
21	7	3	16	0
30	10	3	14	0
20	5	2	31	0
28	30	25	28	0
37	40	32	46	0
40	42	37	50	0
42	39	39	52	0
45	38	40	55	0
5	3	3	1	0
2	26	17	5	0
10	10	6	2	0
10	13	6	2	0
12	15	6	3	0
10	14	7	4	0
15	10	6	3	0
13	12	6	3	0
15	15	4	4	0
18	10	4	5	0
20	8	3	5	0
9	8	2	6	0
8	1	2	12	0
33	6	0	0	0
32	8	2	1	0
36	10	2	1	0
42	8	3	2	0
51	10	4	1	0
10	12	5	1	0
10	12	0	10	0
27	62	6	8	0
30	65	8	10	0
32	68	10	12	0
110	20	6	3	3
10	18	1	6	0
5	3	3	1	0
8	3	3	1	0
5	0	0	0	0
4	0	0	0	0
10	4	1	10	0
5	0	0	0	0
20	18	2	12	0
21	5	3	1	0
6	0	0	0	0
15	28	6	40	0
12	32	9	62	0
17	11	2	34	0
15	12	2	40	0
11	10	2	3	0
8	4	0	16	0
8	1	0	0	0
8	0	0	0	0
30	6	0	4	0
12	3	2	5	0
15	1	0	0	0
8	1	0	0	0
10	3	0	4	0
12	5	0	1	0
10	2	1	0	0
10	0	0	0	0
10	8	20	6	0
10	9	10	3	0
12	5	15	5	0
10	0	18	7	0
58	12	14	4	0
10	15	18	5	0
12	10	20	1	0
10	12	21	2	1
20	12	0	0	0
12	10	0	0	0
10	0	0	0	0
18	12	1	9	0
76	33	0	105	0
75	40	0	105	0
80	36	1	110	0
6	0	0	0	0
1	0	0	0	0
18	4	5	3	0
12	4	4	2	0
7	1	0	0	0
10	0	0	0	0
3	0	0	0	0
15	8	1	5	0
19	8	1	5	0
12	5	1	1	0
10	4	0	0	0
26	13	5	30	0
23	13	5	31	0
12	3	1	11	0
18	5	1	21	0
5	2	0	0	0
10	3	0	2	0
10	0	0	0	0
20	53	1	12	0
21	60	3	15	0
15	7	0	8	0
13	5	1	0	0
10	2	0	0	0
22	30	1	0	0
20	17	0	19	0
10	1	0	11	0
12	10	0	1	0
15	5	2	3	0
10	0	1	2	0
10	25	5	15	0
10	20	4	16	0
12	7	6	4	0
22	60	30	15	0
20	50	32	14	0
20	45	29	15	0
32	80	58	40	0
35	81	55	38	0
12	1	1	0	0
17	1	0	0	0
18	6	5	2	0
16	5	5	1	0
13	3	2	1	0
8	0	0	0	0
6	0	0	0	0
4	0	0	0	0
17	10	1	3	0
22	10	1	2	0
6	6	1	1	0
20	12	2	2	0
6	4	1	1	0
25	15	2	2	0
11	12	1	5	0
6	0	0	0	0
10	7	1	3	0
8	5	0	1	0
10	6	2	1	0
30	10	1	2	0
35	7	0	1	0
10	1	0	5	0
10	1	0	1	0
10	6	0	3	0
10	7	1	4	0
10	9	1	4	0
10	16	4	16	0
12	3	0	1	0
10	0	0	0	0
18	60	1	23	0
15	50	2	25	0
10	0	0	0	0
5	0	0	0	0
40	98	10	126	0
39	92	8	123	0
7	2	3	1	0
11	2	3	0	0
8	0	0	0	0
6	0	0	0	0
6	0	0	1	0
2	0	0	0	0
15	4	2	5	0
17	4	3	1	0
3	0	0	0	0
25	19	2	22	0
20	14	2	23	0
25	5	3	22	0
31	5	3	26	0
33	2	2	17	0
11	2	0	0	0
5	0	0	0	0
27	1	0	1	0
10	1	2	3	0
8	1	0	0	0
3	1	0	0	0
31	6	0	0	0
16	5	0	0	0
20	8	0	3	0
10	0	0	0	0
10	2	0	4	0
10	3	0	0	0
10	3	1	2	0
12	5	5	2	0
10	2	6	1	0
12	10	0	1	0
10	2	1	10	0
10	1	2	13	0
20	14	1	13	0
15	16	0	15	0
10	0	0	0	0
57	30	20	5	0
58	30	2	8	0
60	20	3	7	0
6	1	1	0	0
3	0	0	0	0
5	5	4	2	0
4	3	3	1	0
8	4	3	2	0
14	0	0	0	0
9	0	0	0	0
3	0	0	0	0
15	9	2	3	0
10	6	2	2	0
6	5	3	2	0
30	16	8	10	0
8	6	3	2	0
26	11	4	6	0
13	6	2	5	0
5	0	0	0	0
12	17	1	7	0
16	1	0	0	0
20	1	0	0	0
35	40	5	20	0
30	37	0	17	0
10	1	3	35	0
10	1	0	0	0
10	46	0	5	0
10	50	1	6	0
10	0	0	3	0
12	14	1	18	0
15	5	1	0	0
10	0	0	0	0
25	15	1	10	0
20	10	2	3	0
15	0	1	1	0
10	1	2	1	0
30	41	29	40	0
25	29	27	24	0
3	1	1	0	0
1	0	0	0	0
17	6	5	3	0
11	5	5	3	0
9	2	0	0	0
7	0	0	0	0
2	0	0	0	0
16	13	2	12	0
18	5	1	5	0
15	4	1	4	0
25	35	14	58	0
26	36	16	68	0
15	21	8	66	0
11	2	0	5	0
12	3	1	15	0
30	11	3	3	0
51	7	0	2	0
10	0	0	0	0
22	15	3	21	0
40	11	5	35	0
13	11	0	10	0
16	10	1	10	0
13	9	0	3	0
22	10	0	1	0
10	11	0	3	0
10	1	0	2	0
10	12	0	12	0
12	5	1	5	0
10	2	1	4	0
15	10	5	16	0
10	11	4	17	0
10	6	4	5	0
17	25	20	18	0
20	22	22	15	0
25	15	25	15	0
32	31	35	28	0
35	30	37	30	0
10	5	5	4	0
5	3	3	2	0
3	1	1	1	0
1	1	1	1	0
23	80	5	71	0
18	72	5	66	0
15	69	5	61	0
21	64	5	52	0
27	36	5	44	0
27	38	5	42	0
28	30	5	40	0
30	33	5	45	0
31	36	5	21	0
11	2	2	23	0
12	7	0	7	0
21	51	15	8	0
36	76	84	22	0
8	1	0	0	0
10	2	0	0	0
15	2	0	0	0
27	2	0	5	0
27	2	0	7	0
10	1	0	13	0
10	3	0	9	0
10	30	2	6	0
10	4	1	2	0
10	6	0	3	0
10	1	0	1	0
17	43	0	26	0
17	10	1	2	0
20	5	2	3	0
10	2	0	0	0
12	20	0	0	0
15	10	0	0	0
10	12	0	0	0
13	7	12	7	0
5	2	2	3	0
2	1	1	1	0
2	0	0	1	0
38	66	5	90	0
32	57	5	82	0
27	52	5	73	0
22	54	7	62	0
20	40	7	45	0
24	35	6	32	0
25	26	6	18	0
15	12	5	40	0
10	15	3	18	0
7	1	0	18	0
8	0	0	0	0
7	21	38	8	0
10	30	49	12	0
15	2	0	0	0
12	1	0	0	0
13	2	0	0	0
12	5	0	7	0
15	2	0	3	0
20	3	0	6	0
10	30	1	6	0
15	30	2	4	0
18	40	3	6	0
20	10	5	4	0
24	18	0	13	0
30	8	1	0	0
25	10	2	1	0
10	5	0	0	0
10	30	5	6	0
12	27	6	7	0
15	25	0	0	0
10	10	0	0	0
20	60	1	18	0
12	108	11	16	1
10	0	0	0	0
10	110	6	17	2
20	60	4	10	1
19	24	0	3	0
12	20	5	2	0
31	56	2	45	0
54	5	3	5	0
33	30	3	50	0
16	6	0	0	0
16	15	0	0	0
21	12	0	1	0
17	16	0	1	0
15	10	1	0	0
10	3	2	39	0
20	10	0	1	0
10	2	0	0	0
250	6	0	1	0
10	6	2	3	0
8	16	2	5	0
20	2	0	0	0
12	16	3	1	0
9	5	8	3	0
13	2	2	0	0
14	4	0	2	0
13	1	1	1	0
8	1	3	3	0
40	45	186	21	5
9	8	3	2	0
5	7	1	0	0
7	7	0	0	0
4	4	0	0	0
9	3	0	0	0
32	18	50	5	0
30	5	30	2	0
12	6	23	30	0
10	3	5	3	0
4	3	3	2	0
9	2	0	0	0
2	0	0	0	0
4	7	0	0	0
2	4	0	0	0
9	2	0	0	0
57	15	8	3	0
12	6	1	1	0
15	7	0	1	0
0	0	0	0	0
16	6	2	1	0
10	5	0	0	0
30	10	0	0	0
15	3	1	0	0
7	58	13	27	0
13	68	15	30	0
4	61	13	24	0
18	22	2	8	0
19	26	4	16	0
30	32	24	21	0
41	35	30	25	0
44	38	38	30	0
43	35	35	25	0
41	37	32	26	0
32	21	28	21	0
30	11	0	0	0
62	13	1	3	0
86	8	6	3	0
96	10	10	5	0
20	8	0	5	0
14	10	0	2	0
15	2	0	0	0
20	3	0	2	0
5	1	0	0	0
35	50	3	25	0
45	60	5	35	0
50	62	6	36	0
57	67	8	43	0
60	70	10	46	0
65	73	12	48	0
65	72	12	48	0
68	75	15	50	0
60	15	16	52	0
65	10	15	20	0
68	8	13	14	0
70	6	10	5	0
71	8	13	6	0
40	2	0	0	0
120	380	664	263	7
111	350	630	250	5
5	1	0	0	0
3	1	0	0	0
2	4	0	0	0
4	2	0	0	0
7	3	0	0	0
15	18	5	10	0
18	18	4	7	0
20	16	6	8	0
25	18	7	7	0
26	15	7	7	0
24	15	3	6	0
15	9	0	0	0
12	5	1	1	0
30	5	3	10	0
12	5	0	0	0
10	0	0	0	0
10	0	0	0	0
20	23	1	2	0
12	20	3	6	0
15	25	5	3	0
21	30	8	3	0
20	35	10	5	0
22	30	5	6	0
20	25	3	7	0
12	15	0	0	0
10	10	0	1	0
10	2	1	2	0
30	65	35	62	0
23	55	22	68	0
25	52	20	54	0
19	50	20	57	0
20	50	15	60	0
17	52	15	58	0
5	2	5	2	0
3	3	9	3	0
5	3	2	2	0
13	2	0	0	0
9	0	0	0	0
3	0	0	0	0
16	22	9	30	0
18	20	6	22	0
16	22	6	16	0
15	21	5	17	0
12	6	1	1	0
35	11	21	20	0
11	23	2	4	0
30	5	0	0	0
36	3	0	0	0
41	5	2	1	0
22	6	0	0	0
13	9	0	0	0
20	40	6	2	0
30	50	12	13	0
35	40	15	50	0
38	42	10	55	0
30	12	12	10	0
35	38	5	58	0
38	35	6	63	0
35	37	7	73	0
7	3	6	4	0
9	4	6	4	0
3	2	2	2	0
8	4	1	3	0
5	0	0	0	0
4	0	0	0	0
18	33	22	33	0
20	36	15	16	0
18	38	15	15	0
20	40	8	14	0
10	8	0	0	0
30	5	9	7	0
10	11	0	1	0
10	5	0	1	0
38	6	1	10	0
23	3	0	0	0
20	6	0	0	0
15	10	1	0	0
15	12	2	5	0
20	50	18	8	0
20	30	10	8	0
22	28	8	6	0
25	10	10	8	0
27	9	5	5	0
2	1	0	0	0
12	1	1	20	0
53	29	6	66	0
67	26	4	8	0
44	3	4	4	0
32	5	2	1	0
18	4	0	0	0
42	10	2	0	0
5	4	5	1	0
20	7	9	10	0
10	7	6	10	0
65	5	7	6	2
10	2	1	0	2
25	17	1	1	1
7	3	0	1	0
16	72	0	6	0
35	20	2	1	1
4	1	1	0	0
19	2	0	0	0
27	15	2	1	0
30	12	2	1	0
36	18	2	1	0
35	18	2	1	0
33	7	3	1	0
7	12	5	25	5
52	41	6	36	0
60	50	5	50	0
90	60	7	10	0
110	64	0	60	1
11	3	2	2	0
12	6	4	2	0
15	7	5	1	0
20	10	3	1	0
20	12	6	2	0
21	12	5	1	0
24	12	2	2	0
7	8	1	5	0
53	11	6	17	0
60	8	10	20	0
80	10	2	7	0
80	6	5	30	1
6	5	7	3	0
29	22	16	26	0
35	22	14	26	0
21	16	6	16	0
5	4	3	1	0
10	4	9	9	0
9	4	9	4	0
2	1	0	0	0
4	4	9	2	0
9	2	0	5	0
6	1	0	0	0
4	1	0	0	0
15	13	33	10	0
18	14	20	7	0
16	15	22	7	0
8	2	4	3	0
6	7	48	16	0
22	16	45	27	0
17	16	48	27	0
25	20	38	20	0
28	14	25	4	0
21	12	1	1	0
12	8	2	1	0
16	11	1	2	0
20	12	3	2	0
25	10	0	11	0
17	10	4	1	0
20	13	5	2	0
46	147	226	28	9
44	135	201	35	9
14	4	11	2	1
11	6	9	2	0
33	6	14	2	1
19	7	7	0	0
15	6	7	0	0
7	3	0	0	0
40	18	30	4	5
42	20	30	4	5
50	25	30	4	5
64	30	35	4	5
67	32	35	4	5
70	35	40	4	5
74	38	46	5	6
78	39	47	5	6
74	37	45	4	6
72	37	45	3	6
70	35	45	3	6
62	32	48	4	5
65	35	50	5	6
69	30	51	4	7
62	12	33	5	6
65	15	34	6	5
15	6	7	13	0
7	4	5	0	0
11	3	0	0	0
13	11	5	1	0
16	8	6	2	0
12	10	5	2	0
14	13	1	1	1
14	15	5	2	1
22	42	18	9	0
30	45	20	3	0
37	50	28	6	0
14	0	0	0	0
12	0	0	0	0
10	0	0	0	0
10	0	0	0	0
335	490	790	138	5
310	460	715	130	5
290	402	690	135	5
310	415	660	95	5
276	401	669	90	4
70	30	88	15	0
82	34	97	17	0
10	7	8	2	0
10	5	3	1	0
755	2308	2782	401	4
767	2340	2795	409	5
305	1596	2213	302	1
137	954	1566	524	1
15	20	0	0	0
120	190	160	80	1
22	108	85	16	0
25	110	88	15	0
20	88	92	12	0
10	0	0	0	0
8	4	2	1	0
18	4	2	1	0
10	3	1	1	0
10	2	0	0	0
9	2	0	0	0
6	1	0	0	0
10	4	4	4	0
20	5	6	6	0
22	7	6	7	0
25	6	6	6	0
16	7	6	5	0
16	6	6	2	0
12	7	2	1	0
21	11	0	0	0
12	15	0	0	0
11	6	0	0	0
11	8	0	0	0
8	10	0	0	0
11	0	0	0	0
16	0	0	0	0
10	0	0	0	0
30	35	43	5	0
34	30	50	8	0
30	20	51	10	0
15	10	5	1	0
35	25	10	15	0
40	28	13	18	0
42	30	15	20	0
20	30	3	0	0
250	468	1251	164	363
140	310	360	95	3
114	299	338	95	1
199	30	47	2	47
50	0	1	15	4
15	30	1	0	0
50	10	10	1	13
55	12	10	1	14
29	10	0	0	0
14	2	4	1	0
9	2	5	1	0
6	1	2	35	0
26	10	10	12	0
19	8	13	2	0
28	7	12	3	0
25	4	6	1	0
5	0	0	0	0
3	16	5	31	0
5	24	7	39	0
5	2	3	15	0
15	6	3	7	0
12	6	2	7	0
14	5	4	9	0
13	6	4	9	0
12	3	2	4	0
8	2	0	1	0
32	8	1	0	0
35	10	2	2	0
20	40	20	30	0
12	50	6	43	0
25	65	50	38	0
30	58	56	32	0
35	0	1	1	0
56	20	0	0	0
13	6	10	7	0
12	32	200	25	1
10	35	205	25	1
4	0	0	0	0
10	1	3	0	0
9	1	3	0	0
51	10	6	1	0
10	2	2	0	0
12	2	0	0	0
40	0	2	1	0
5	0	0	0	0
53	0	0	0	0
50	8	9	3	13
125	65	30	15	80
118	58	30	12	70
113	50	25	4	61
110	49	24	4	60
120	60	32	13	71
62	42	39	19	0
2	1	0	0	0
17	8	5	3	0
9	2	1	0	0
10	7	3	2	0
11	8	1	1	0
13	10	1	1	0
15	12	1	1	0
22	12	2	1	0
15	4	2	1	0
11	4	1	0	0
13	5	1	1	0
11	4	0	0	0
5	2	1	1	0
5	1	1	0	0
2	1	0	0	0
8	6	2	1	0
11	7	1	1	0
13	6	1	1	0
15	7	1	1	0
18	5	1	1	0
15	5	1	1	0
16	3	1	1	0
15	12	1	1	0
15	16	1	1	0
11	4	0	0	0
5	0	0	0	0
18	8	4	2	0
16	4	1	1	0
10	7	3	1	0
13	8	3	1	0
15	10	3	1	0
10	10	3	1	0
13	16	3	1	0
10	13	1	1	0
11	13	1	1	0
10	16	2	2	0
10	16	1	1	0
5	4	10	1	0
6	3	8	1	0
8	3	8	1	0
3	2	6	1	0
2	3	6	1	0
2	1	1	0	0
9	25	63	7	0
1	25	70	9	0
11	2	0	0	0
7	1	0	0	0
9	1	1	0	0
3	0	0	0	0
351	368	1388	303	0
250	313	1108	270	0
10	5	10	3	0
10	3	9	2	0
8	3	3	1	0
10	3	3	1	0
12	5	4	1	0
11	3	0	0	0
12	5	2	2	0
3	4	1	1	0
13	5	2	6	0
10	3	1	5	0
8	3	1	0	0
9	2	0	0	0
4	0	0	0	0
4	7	4	2	0
22	7	1	2	0
17	7	2	2	0
20	10	3	2	0
23	8	4	1	1
10	9	4	3	0
16	5	1	1	0
23	6	2	1	0
25	2	2	2	0
45	2	1	0	0
15	6	5	2	0
12	8	5	3	0
19	2	1	0	0
19	2	1	0	0
22	2	2	0	0
20	1	1	0	0
23	6	1	1	0
25	8	0	0	0
13	1	0	0	0
9	0	0	0	0
12	0	0	0	0
21	5	1	1	0
18	4	1	2	0
16	1	0	0	0
27	1	0	0	0
36	5	0	0	0
35	6	0	0	0
39	6	0	0	0
11	2	0	0	0
65	136	341	94	0
60	130	338	90	0
55	100	118	51	0
12	3	28	6	0
28	30	20	26	0
33	25	30	33	17
20	25	29	32	2
290	10	17	6	28
60	5	2	6	0
115	2	3	2	0
120	3	0	1	0
36	10	3	1	0
18	5	1	0	0
6	2	2	0	0
384	128	272	135	37
26	39	12	32	0
20	36	7	28	0
16	28	4	12	0
10	25	2	6	0
24	65	6	33	0
21	65	5	30	0
25	42	4	11	0
34	8	0	0	0
85	35	3	8	0
16	44	0	11	0
10	2	2	1	0
8	2	0	1	0
9	0	0	0	0
52	6	1	3	0
60	8	3	2	0
10	5	3	11	0
25	20	0	2	0
10	2	0	0	0
15	16	15	8	0
39	82	80	37	0
30	80	13	14	0
35	80	17	10	0
38	73	20	12	0
12	6	5	3	0
15	9	1	2	0
16	10	5	2	0
10	4	30	6	0
16	10	5	3	0
20	4	10	4	0
6	18	6	42	0
8	18	6	43	0
7	19	6	45	0
17	8	3	13	0
19	10	3	16	0
22	12	3	20	0
25	12	3	21	0
26	10	2	22	0
20	9	2	25	0
20	9	3	26	0
16	8	3	26	0
21	10	4	6	0
15	5	0	0	0
22	3	0	2	0
15	20	0	0	0
63	17	0	8	0
45	40	1	3	0
45	50	0	1	0
16	52	1	5	0
10	10	1	0	0
10	3	0	0	0
15	16	2	10	0
25	0	4	3	0
20	1	0	0	0
10	18	3	2	0
12	30	4	3	0
10	35	5	4	0
12	37	2	3	0
10	38	2	0	0
12	40	4	1	0
15	40	2	4	0
10	0	0	0	0
60	18	21	10	0
10	3	1	1	0
1	0	0	0	0
1	0	0	0	0
13	2	1	0	0
19	2	2	0	0
12	0	0	0	0
13	0	0	0	0
7	0	0	0	0
207	64	70	7	58
28	18	6	29	0
10	5	6	8	0
25	6	8	10	0
21	6	9	12	0
15	3	12	3	0
25	5	15	5	0
21	3	0	0	0
11	2	0	0	0
15	3	0	0	0
33	4	0	1	0
10	12	0	0	0
9	10	0	0	0
4	0	0	0	0
4	1	0	0	0
32	10	2	7	0
16	12	1	0	0
20	5	2	2	0
10	0	1	0	0
10	0	0	0	0
10	0	0	0	0
10	0	0	0	0
12	28	8	10	0
15	20	10	5	0
24	33	103	46	0
15	20	16	20	0
10	15	2	5	0
12	10	1	1	0
15	0	1	1	0
5	0	0	0	0
60	28	12	18	0
4	44	14	38	0
4	46	14	39	0
16	10	7	10	0
19	10	6	9	0
15	10	11	5	0
14	4	12	6	0
19	2	8	8	0
21	3	2	0	0
11	2	0	0	0
31	40	30	8	0
38	52	51	15	0
40	63	66	20	0
48	78	72	26	0
32	81	76	30	0
36	86	83	27	0
41	96	93	18	0
46	102	103	21	0
51	111	113	23	0
55	115	115	26	0
61	122	122	28	0
69	132	130	31	0
51	49	51	14	0
92	6	21	6	0
101	8	25	6	0
110	10	20	5	0
75	15	40	10	0
88	20	46	13	0
30	21	19	9	0
20	12	22	3	0
50	42	55	15	0
25	37	50	20	0
15	3	31	5	1
10	5	8	1	0
22	5	12	2	0
25	3	8	1	0
20	5	10	2	0
5	0	0	0	0
10	0	0	0	0
230	320	360	85	1
250	293	320	70	0
245	243	290	55	0
237	235	274	50	0
220	225	268	48	0
190	182	273	45	0
180	185	270	47	0
172	180	262	44	0
140	162	224	34	0
62	165	227	38	0
22	14	17	2	0
10	2	6	1	0
10	0	0	0	0
355	443	560	89	2
202	428	575	92	2
110	87	128	23	0
10	0	0	0	0
10	0	0	0	0
852	115	85	18	75
20	40	2	3	0
22	0	9	4	0
10	0	0	0	0
5	49	21	48	0
10	56	24	51	0
13	44	19	38	0
30	12	5	14	0
37	15	6	14	0
31	18	6	13	0
33	21	6	14	0
30	18	6	13	0
32	16	4	13	0
24	11	2	12	0
15	12	2	19	0
21	2	2	8	0
56	1	0	0	0
7	2	0	1	0
12	5	0	0	0
13	6	0	0	0
4	9	0	0	0
30	6	1	1	0
25	10	1	0	0
20	5	2	1	0
22	2	0	0	0
20	1	0	2	0
10	0	0	0	0
10	0	0	0	0
10	0	0	0	0
10	0	0	0	0
15	32	3	15	0
10	36	4	16	0
15	40	5	20	0
30	32	2	36	0
32	22	3	10	0
35	20	2	11	0
30	8	2	9	0
15	10	2	9	0
6	5	4	6	0
9	6	4	8	0
12	9	4	10	0
13	8	4	11	0
10	8	4	11	0
15	4	1	2	0
14	10	1	1	0
11	3	0	0	0
33	18	8	15	0
35	15	10	18	0
4	57	5	100	0
4	60	5	102	0
6	63	5	107	0
20	8	1	12	0
23	8	1	12	0
17	14	3	10	0
22	14	4	8	0
22	12	5	7	0
30	23	6	7	0
30	21	5	7	0
22	20	2	21	0
15	21	2	25	0
12	10	0	5	0
7	40	0	24	0
20	8	1	24	0
15	10	1	12	0
10	5	0	4	0
10	1	1	0	0
